Timestamp                       Thread     Type        Activity             PID    TTL  
2026-02-21 01:06:38.090869+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending background task with UIBackgroundTaskIdentifier: 1
2026-02-21 01:06:38.090909+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending task with identifier 1 and description: <_UIBackgroundTaskInfo: 0x600001701380>: taskID = 1, taskName = Launch Background Task for Coalescing, creationTime = 284089 (elapsed = 0), _expireHandler: (null)
2026-02-21 01:06:38.090951+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (UIKitCore) [com.apple.UIKit:BackgroundTask] Decrementing reference count for assertion <BKSProcessAssertion: 0x600002100af0> (used by background task with identifier 1: <_UIBackgroundTaskInfo: 0x600001701380>: taskID = 1, taskName = Launch Background Task for Coalescing, creationTime = 284089 (elapsed = 0))
2026-02-21 01:06:38.090970+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will invalidate assertion: <BKSProcessAssertion: 0x600002100af0> for task identifier: 1
2026-02-21 01:06:38.091055+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (UIKitCore) [com.apple.UIKit:UpdateScheduler] Target list changed: <CADisplay:LCD PurpleMain>
2026-02-21 01:06:38.091488+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (UIKitCore) [com.apple.UIKit:AppLifecycle] sceneOfRecord: sceneID: sceneID:com.example.FlappyBird-default  persistentID: 7DE0CD97-1F24-4F93-985B-7EBA5EFE2ACA
2026-02-21 01:06:38.091740+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x104e18a70> (7DE0CD97-1F24-4F93-985B-7EBA5EFE2ACA)
2026-02-21 01:06:38.093413+0800 0x4c71a0   Activity    0x13ced35            54291  0    FlappyBird: (RunningBoardServices) didChangeInheritances
2026-02-21 01:06:38.119778+0800 0x4c719e   Default     0x0                  54291  5    FlappyBird: (CoreServices) [com.apple.launchservices:db] NotifyToken::RegisterDispatch(com.apple.LaunchServices.database) fired for session key LSSessionKey(system: 0 uid: 501)
2026-02-21 01:06:38.154787+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (libAccessibility.dylib) [com.apple.Accessibility:AXCommon] Read Per-App on Init: Smart invert = (null)
2026-02-21 01:06:38.157044+0800 0x4c7191   Default     0x0                  54291  1    FlappyBird: (UIKitCore) [com.apple.UIKit:EventDeferring] [0x600002903c60] Scene target of event deferring environments did update: scene: 0x104e18a70; current systemShellManagesKeyboardFocus: 1; systemShellManagesKeyboardFocusForScene: 1; eligibleForRecordRemoval: 1;
2026-02-21 01:06:38.157076+0800 0x4c7191   Default     0x0                  54291  1    FlappyBird: (UIKitCore) [com.apple.UIKit:KeyWindow] Scene became target of keyboard event deferring environment: UIWindowScene: 0x104e18a70; scene identity: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.example.FlappyBird-default
2026-02-21 01:06:38.157491+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension SBUISecureRenderingSettingsExtension on FBSSceneSettings
2026-02-21 01:06:38.157934+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x104e18a70> (7DE0CD97-1F24-4F93-985B-7EBA5EFE2ACA)
2026-02-21 01:06:38.158369+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x104e18a70> (7DE0CD97-1F24-4F93-985B-7EBA5EFE2ACA)
2026-02-21 01:06:38.158881+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (UIKitCore) [com.apple.UIKit:AppLifecycle] sceneOfRecord: sceneID: sceneID:com.example.FlappyBird-default  persistentID: 7DE0CD97-1F24-4F93-985B-7EBA5EFE2ACA
2026-02-21 01:06:38.158959+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason removed: 12; deactivation reasons: 4128 -> 32; animating application lifecycle event: 1
2026-02-21 01:06:38.158999+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (UIKitCore) [com.apple.KeyboardArbiter:Client] Send setDeactivating: N (-DeactivationReason:SuspendedEventsOnly)
2026-02-21 01:06:38.159160+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason removed: 5; deactivation reasons: 32 -> 0; animating application lifecycle event: 0
2026-02-21 01:06:38.160798+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (UIKitCore) [com.apple.KeyboardArbiter:Client] startConnection
2026-02-21 01:06:38.161100+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (libxpc.dylib) [com.apple.xpc:connection] [0x104e15790] activating connection: mach=true listener=false peer=false name=com.apple.UIKit.KeyboardManagement.hosted
2026-02-21 01:06:38.162739+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (UIKitCore) [com.apple.KeyboardArbiter:Client] handleKeyboardChange: set currentKeyboard:N (wasKeyboard:N)
2026-02-21 01:06:38.166454+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (UIKitCore) [com.apple.UIKit:KeyboardArbiterClientLog] isWritingToolsHandlingKeyboardTracking:Y (WT ready:Y, Arbiter ready:Y)
2026-02-21 01:06:38.178289+0800 0x4c71a0   Default     0x0                  54291  0    FlappyBird: (libxpc.dylib) [com.apple.xpc:connection] [0x104e1cde0] activating connection: mach=true listener=false peer=false name=com.apple.fontservicesd
2026-02-21 01:06:38.204049+0800 0x4c719e   Activity    0x13ced36            54291  0    FlappyBird: (RunningBoardServices) didChangeInheritances
2026-02-21 01:06:38.232064+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (Network) [com.apple.network:activity] <nw_activity 50:1 [D6C228A2-225E-4FB4-93A2-29EC487C779B] (global parent) (reporting strategy default) complete (reason success)> complete with reason 2 (success), duration 990ms
2026-02-21 01:06:38.232112+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (Network) [com.apple.network:activity] <nw_activity 50:2 [8EF753BA-183C-4B4B-8316-BE101AE11D59] (reporting strategy default) complete (reason success)> complete with reason 2 (success), duration 990ms
2026-02-21 01:06:38.232126+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (Network) [com.apple.network:activity] Unsetting the global parent activity <nw_activity 50:1 [D6C228A2-225E-4FB4-93A2-29EC487C779B] (global parent) (reporting strategy default) complete (reason success)>
2026-02-21 01:06:38.232136+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (Network) [com.apple.network:activity] Unset the global parent activity
2026-02-21 01:06:38.641967+0800 0x4c71ba   Activity    0x13ced37            54291  0    FlappyBird: (RunningBoardServices) didChangeInheritances
2026-02-21 01:06:39.180564+0800 0x4c7191   Default     0x0                  54291  0    FlappyBird: (FrontBoardServices) [com.apple.BackBoard:Display] [FBSDisplaySource 1-1] silently connecting raw configuration: <FBSDisplayConfiguration: 0x600003d3d770; Main; mode: "402x874@3x 60Hz p3 SDR">
